,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900545,12/12/2022 03:38:18 p. m.,619.22s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1530,24.7906,4.9929,3.3013,5.0895,23.6619,16.2873,Passed,Passed,014565,2492.08,024F45120007575200039C20FFF926E4,025044B1FFF15732FFEE9C2FFFDC26F5,025D9BC1,Passed,Passed,Passed,0251D8CF76F40B556DE6000689E40005,0252D92277320B616DEE000389C80002,0253D93D773C0B5D6D8F0003895A0003,0254D8C976F00B516DFE000A89F20008,0255D8EE771F0B5F6DE8000289CD0001,0256D953775A0B736DD0FFF289B9FFF0,0257D8AF76FA0B576E3B00078A430008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DF7000A,02596DE5FFF5,025A6DF7FFF6,025B6DCE0004,Passed,Passed,Passed,Passed,18437,15689,54592,43281,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.11,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.02,10.04,10.02,0.01,0.01,0.01,0.01,10.03,10.04,10.05,10.03,0.02,0.01,0.01,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.01,10.00,10.01,10.00,10.00,10005,10007,10007,10008,10006,10009,10008,10.01,10.01,9989,10013,Passed,Passed,Passed,Passed,9.94,9.98,0.01,0.01,10,20,30,40,50,60,70,30,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900540,12/12/2022 03:43:27 p. m.,248.47s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1573,24.9258,4.9960,3.3182,5.0813,23.6023,16.6513,Passed,Passed,014565,2492.69,024F44EC0008573C00049C28000426E1,02504501FFF25713FFED9C2CFFEC26F4,025D9BCB,Passed,Passed,Passed,0251DA0F77AB0B666DE6000789B60006,0252DA0977AA0B696DC0000489820003,0253DA2C77D00B6D6E1600048A1D0003,0254D9DE77AE0B686E3000098A100009,0255D9E177A10B6C6DF7000189CD0002,0256DA1877CD0B7E6DD5FFF189A8FFF1,0257D9DB77860B606E5000088A400007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2D000B,02596E2EFFF5,025A6E5FFFF5,025B6E4A0006,Passed,Passed,Passed,Passed,31535,43984,35577,43984,23.93,23.93,23.93,23.95,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,9.88,10.05,0.01,0.01,0.01,0.01,10.11,10.03,10.07,10.03,0.01,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,23.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900570,12/12/2022 03:48:47 p. m.,253.60s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1580,24.6452,4.9988,3.3259,5.0847,23.6145,16.4167,Passed,Passed,014565,2493.66,024F44ED0007575A00039C38000226EF,025044F0FFF2574EFFEE9C3BFFEC26F8,025D9BDB,Passed,Passed,Passed,0251DA5177E30B706E2A00068A0B0006,0252DA6077DA0B716DFD000289D70001,0253DA9677F90B716E1D00038A0A0003,0254DA9477F20B6C6DE2000989CE0008,0255DA8078020B796E3A00018A230000,0256DA5477E10B806DE9FFF289D7FFF0,0257DA4C77D60B6B6E5000088A3B0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E22000A,02596E1EFFF4,025A6E73FFF5,025B6DF80003,Passed,Passed,Passed,Passed,33808,40943,35004,40943,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.07,10.04,0.00,0.01,0.00,0.01,10.11,10.10,10.00,10.07,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.09,10.10,10.09,10.09,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900531,12/12/2022 03:53:45 p. m.,231.65s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1563,25.0067,4.9953,3.3178,5.0837,23.3132,16.4249,Passed,Passed,014565,2493.07,024F44F00006573B00039C21000526E4,0250452AFFF0575EFFED9C26FFEC26FC,025D9BD1,Passed,Passed,Passed,0251D9BB77680B5F6DF8000689E60005,0252DA0C77AD0B6B6DC3000389990002,0253DA3977C40B6B6DB5000389870002,0254D9FC77B60B686E1B00088A010007,0255D9FC77AE0B6E6E05000289D20000,0256DA3077E00B836DC8FFF089A8FFEE,0257DA3977C70B686E11000A8A060008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E5D000B,02596E4BFFF4,025A6E7EFFF5,025B6E590006,Passed,Passed,Passed,Passed,35100,44110,39119,44110,23.93,23.93,23.93,23.95,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,9.97,10.05,0.01,0.01,0.00,0.00,9.93,10.00,9.99,10.01,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900522,12/12/2022 03:58:39 p. m.,234.59s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1555,24.7782,4.9945,3.3218,5.0882,23.6276,16.5922,Passed,Passed,014565,2491.73,024F44CE0006573100039C14000126E4,025044B8FFF05743FFEB9C19FFEA26F5,025D9BBC,Passed,Passed,Passed,0251DA6877E70B6E6DC3000689860006,0252DA5577D30B6C6DCC000489A80003,0253DA2B77D90B706E3200038A2D0002,0254DA2977B40B656DFA000989D20008,0255DA8978090B766E1A000389FD0002,0256DA1977B50B7B6DF9FFF189DBFFEE,0257DA9277EB0B686E14000A89E60009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E4C000B,02596E09FFF2,025A6DFEFFF4,025B6E220007,Passed,Passed,Passed,Passed,35482,44420,36042,44420,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.02,10.05,10.05,0.02,0.01,0.01,0.01,10.02,10.08,10.06,10.12,0.03,0.05,0.02,0.03,80.00,80.00,10.10,10.10,10.10,10.10,10.10,23.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900522,12/12/2022 04:03:37 p. m.,262.03s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1513,24.8661,4.9945,3.3214,5.0884,23.6824,16.3822,Passed,Passed,014565,2493.42,024F44CD0008572B00059C10000426EB,025044B7FFF1573DFFED9C14FFEE2701,025D9BD7,Passed,Passed,Passed,0251DA6F77E60B6D6DBF000889810007,0252DA6277D50B6F6DC80003899D0002,0253DA3A77DA0B6E6E2D00048A230004,0254DA2E77B30B646DF6000A89C8000A,0255DA91780A0B786E17000189F30001,0256DA1E77B30B7A6DF5FFF189D2FFF0,0257DA9A77EC0B6A6E10000989E00007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E47000B,02596E04FFF4,025A6DFAFFF5,025B6E1C0006,Passed,Passed,Passed,Passed,33394,42076,35292,42076,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.01,10.01,10.05,0.02,0.01,0.01,0.01,10.04,10.06,10.05,10.10,0.03,0.05,0.02,0.03,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10000,10001,10000,10000,10000,10001,10000,10.01,10.01,9985,10015,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,20,40,50,40,60,70,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900540,12/12/2022 04:07:52 p. m.,517.75s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1546,24.9617,4.9964,3.3184,5.0816,23.6453,16.6810,Passed,Passed,014565,2493.75,024F44EE0005573800039C1E000A26E8,025044FFFFF05710FFEB9C2AFFEB26F9,025D9BDC,Passed,Passed,Passed,0251DA1677B20B686DE3000689AF0005,0252DA1377AD0B696DBA0005897B0004,0253DA4077D40B6C6E1500038A1D0002,0254D9E277B00B686E2900088A090008,0255D9E177A60B696DF0000389CD0002,0256DA1E77C90B7E6DCFFFF289A5FFF0,0257D9DD77860B606E4900098A3A0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E28000B,02596E22FFF4,025A6E57FFF7,025B6E430008,Passed,Passed,Passed,Passed,21055,22160,56845,50423,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.01,10.02,10.05,0.01,0.01,0.01,0.01,10.15,10.10,10.11,10.08,0.01,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9992,9993,9992,9994,9995,9993,9995,10.01,10.01,9992,10012,Passed,Passed,Passed,Passed,10.00,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900575,12/12/2022 04:12:40 p. m.,261.99s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1558,24.7179,5.0079,3.3237,5.0748,23.1441,15.7752,Passed,Passed,014565,2498.15,024F44E70006575600029C78FFFE26F0,02504507FFEF5760FFEC9C7CFFE82704,025D9C22,Passed,Passed,Passed,0251DA4F77D90B6D6E3800058A2C0004,0252DA1677C30B6D6DFC000489D70003,0253D9F577B10B6C6E03000289E60001,0254D9F677AF0B676E2B00088A0F0008,0255DA4477DF0B726E1B00038A060002,0256DA4477F30B846E1BFFF089F8FFEF,0257D9FC77AF0B656E4A000A8A4F0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E3B000A,02596EC0FFF3,025A6E8AFFF4,025B6E610006,Passed,Passed,Passed,Passed,25318,38143,32864,38143,23.93,23.93,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.00,10.04,0.01,0.01,0.00,0.00,10.07,9.99,10.09,10.11,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10003,10003,10004,10004,10005,10006,10005,10.01,10.01,9991,10029,Passed,Passed,Passed,Passed,10.00,9.99,0.01,0.01,10,20,30,20,40,50,60,70,10,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900531,12/12/2022 04:16:54 p. m.,516.38s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1540,25.0420,4.9954,3.3174,5.0839,23.6938,16.7257,Passed,Passed,014565,2494.12,024F44F10007573600049C1A000826EB,02504527FFF15759FFF09C27FFE52703,025D9BE2,Passed,Passed,Passed,0251D9CB77730B5F6DF5000789DF0006,0252DA2177B70B6D6DBD0004898D0002,0253DA4977C80B696DB2000489800003,0254DA0577BC0B676E13000A89F2000A,0255DA0777B80B6D6DFF000189C70000,0256DA3E77DE0B816DC3FFF2899DFFEF,0257DA4677CD0B696E0A00098A000007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E58000A,02596E40FFF5,025A6E78FFF5,025B6E520006,Passed,Passed,Passed,Passed,24371,19483,60102,50144,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,9.93,10.05,0.01,0.01,0.00,0.00,10.00,10.01,10.02,10.01,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.01,10.00,10.00,10.01,10003,10003,10003,10004,10004,10003,10004,10.01,10.01,9987,10014,Passed,Passed,Passed,Passed,9.98,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900539,12/12/2022 04:22:53 p. m.,340.33s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1574,24.8984,4.9924,3.3273,5.0795,23.6449,16.3868,Passed,Passed,014565,2493.41,024F450F0007573E00059C13000326E8,025044BBFFF05730FFEC9C15FFEE2703,025D9BD6,Passed,Passed,Passed,0251DA9078040B726D83000789360005,0252DAC978050B716DFD000489DC0003,0253DAA4780A0B726E1E00048A070003,0254DAD278180B6F6DDA000A89AC0008,0255DAC1780B0B746DB6000389820002,0256DAD4781E0B866E3DFFF18A32FFEF,0257DA7977F10B6C6DF0000A89CE0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E79000B,02596E01FFF4,025A6DFCFFF5,025B6E190006,Passed,Passed,Passed,Passed,29869,43151,36042,43151,23.93,23.93,23.93,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.02,10.08,10.05,0.01,0.01,0.00,0.00,10.07,10.11,10.04,10.04,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9996,9998,9995,9997,9998,9998,10007,10.01,10.01,9978,10015,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900559,12/12/2022 04:29:23 p. m.,339.83s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1558,24.9344,4.9999,3.3537,5.0769,23.3276,16.3999,Passed,Passed,014565,2496.91,024F45290007574200029C50000226F7,02504520FFF1576AFFED9C54FFEB2704,025D9C0F,Passed,Passed,Passed,0251DC2E78DC0B856E1F00068A1F0006,0252DC2878DC0B876DDC000389B00003,0253DC1978CA0B846DDA000389AC0003,0254DBC1788A0B796E2500098A1D0008,0255DC2678E20B8B6E03000189E60001,0256DC0D78EB0B9A6E20FFF28A1FFFF1,0257DBA2788E0B7B6E4A00088A450008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E56000A,02596E5FFFF4,025A6DBAFFF6,025B6E6B0006,Passed,Passed,Passed,Passed,31535,39277,37552,39277,23.93,23.93,23.93,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.10,10.04,9.92,10.07,0.00,0.01,0.00,0.00,10.12,10.19,10.16,10.10,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9991,9994,9995,9995,9995,9996,10006,10.01,10.01,9998,10017,Passed,Passed,Passed,Passed,10.04,10.01,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900580,12/12/2022 04:34:58 p. m.,670.49s,2,Failed,Rotary Address 1 SW1,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1573,24.7100,5.0117,3.3065,5.0871,23.5295,16.5384,Passed,Passed,014565,2500.48,024F451A0008578200049C95001026E1,0250451FFFF35790FFEE9CA1FFED26F4,025D9C48,Passed,Passed,Passed,0251D8A176E60B536E4D00088A3E0007,0252D88076CE0B586E8A00038A9F0002,0253D88E76D20B516E1C00058A000004,0254D89A76E30B506E42000B8A270009,0255D8FA77250B606E23000189FF0000,0256D87176B60B5E6E6AFFF28A6AFFF3,0257D85176C40B526E3300078A180007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586EE7000D,02596E1AFFF5,025A6E68FFF6,025B6E8A0004,Passed,Passed,Passed,Passed,22339,18862,55187,45848,23.94,23.94,23.95,23.96,0,0,0,0,0.11,0.12,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.01,10.03,0.01,0.01,0.01,0.00,10.02,9.95,10.09,9.96,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.01,9999,10000,10001,10001,10001,10001,10011,10.01,10.01,9993,10011,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,0,,,,,,,,,,,,,,,,,,,,,
S224900570,12/12/2022 04:41:24 p. m.,338.77s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1564,24.6751,4.9989,3.3259,5.0852,22.9967,16.0452,Passed,Passed,014565,2495.51,024F44F10005575B00019C3CFFFE26EA,025044F0FFEF574EFFEE9C3AFFF326FB,025D9BF8,Passed,Passed,Passed,0251DA5E77F00B706E2B00058A0A0005,0252DA6D77E60B726DFC000489D00002,0253DAA678010B706E1C00028A060003,0254DA9B77FA0B6C6DE0000789C20009,0255DA83780D0B776E3800028A210001,0256DA5E77E40B806DE8FFF189D1FFF0,0257DA2677CE0B6C6E4F00088A3E0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1F000A,02596E15FFF4,025A6E70FFF5,025B6DF30006,Passed,Passed,Passed,Passed,22339,16646,60645,45905,23.94,23.95,23.95,23.96,0,0,0,0,0.08,0.09,0.09,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.04,10.04,0.00,0.01,0.00,0.01,10.11,10.09,10.00,10.08,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9997,9998,9998,9998,9999,9998,10009,10.01,10.01,9985,10011,Passed,Passed,Passed,Passed,9.99,10.00,0.01,0.01,10,20,30,40,50,40,60,70,140,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900552,12/12/2022 04:48:09 p. m.,341.50s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1581,24.7277,5.0103,3.3037,5.0703,23.3075,15.7697,Passed,Passed,014565,2499.10,024F45220007579F00029C90000226E3,0250452BFFF2579DFFEC9C94FFED26F2,025D9C32,Passed,Passed,Passed,0251D88F76E90B566EA700068AA90005,0252D88777050B5E6E2E00038A230003,0253D8A576D80B536E5300038A450004,0254D89F76EC0B536E6300088A620008,0255D88176DD0B596E7900028A660001,0256D86B76D60B666E2BFFF18A14FFF0,0257D88D76D30B506E3C00088A3B0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586ECD000C,02596E4FFFF4,025A6E8EFFF6,025B6E790005,Passed,Passed,Passed,Passed,30956,36855,36855,36855,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,9.97,10.03,0.01,0.01,0.00,0.01,9.98,9.96,9.92,10.09,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.00,10.01,9999,10002,10002,10002,10001,10003,10011,10.01,10.01,9994,10012,Passed,Passed,Passed,Passed,9.96,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900515,12/12/2022 04:54:29 p. m.,341.36s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1554,24.9050,4.9976,3.3099,5.0808,23.4194,16.0764,Passed,Passed,014565,2496.14,024F44F60007573D00039C3F000526EC,025044CBFFEF575FFFEB9C45FFED2702,025D9C02,Passed,Passed,Passed,0251D94577380B5B6DE2000689D20006,0252D95E775C0B626DA90005896F0004,0253D91C770B0B566DE1000489BF0003,0254D8DF770A0B566DE6000989E00008,0255D97E775D0B636DD2000389A60002,0256D92F77500B736E49FFF18A3BFFF0,0257D8AF76F70B546E6000098A6A0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E56000C,02596E4EFFF3,025A6E1EFFF4,025B6E320008,Passed,Passed,Passed,Passed,30359,35950,35196,35950,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,9.98,10.03,0.01,0.01,0.01,0.00,10.02,10.00,9.92,10.00,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9994,9995,9995,9996,9995,9996,10007,10.01,10.01,9986,10014,Passed,Passed,Passed,Passed,9.97,9.98,0.01,0.01,10,20,30,20,40,50,40,60,70,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900541,12/12/2022 04:59:58 p. m.,663.85s,2,Failed,Rotary Address 5 SW1,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1532,24.9840,4.9908,3.3314,5.0953,23.1377,16.1347,Passed,Passed,014565,2492.61,024F44D9000656FB00039C09000626F3,025044D3FFF25719FFED9C03FFF62703,025D9BCA,Passed,Passed,Passed,0251DADA781D0B726DD5000789B00005,0252DB1078340B796D70000389210002,0253DB6878790B7D6D9D0004897B0003,0254DB76785D0B736DD0000A89B30009,0255DAD4782E0B796E1900028A000001,0256DB3B78570B8A6DDBFFF289AFFFF1,0257DAF878250B716E1B00078A1D0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE7000B,02596DC2FFF4,025A6DF0FFF5,025B6E0B0005,Passed,Passed,Passed,Passed,22692,20479,59956,42213,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.10,0.09,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.05,10.03,10.07,0.01,0.00,0.01,0.01,10.11,10.12,10.11,10.12,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10001,10002,10000,9999,10001,10000,10011,10.01,10.01,9998,10017,Passed,Passed,Passed,Passed,10.01,10.02,0.01,0.01,20,40,60,80,0,,,,,,,,,,,,,,,,,
